,text
828,"A sobering stat: 40% of the world’s women and girls live in countries with a “failing grade” on gender equality, according to new findings. Women and girls can’t wait—and neither can equality. https://t.co/yaW216YrSv"
829,@feministabulous Thanks for coming to Vancouver and talking all things #MomentofLift!
830,"Bravo @MaryamMonsef, on launching Canada's Equality Fund—a bold way to step up the pace toward gender equality. When more resources get into the hands of women on the front lines of change, amazing things happen. https://t.co/CSYtOiLvfM"
831,I’m headed to the @WomenDeliver global conference to see firsthand #ThePowerOf incredible advocates coming together from around the world to work toward gender equality.
832,"I shared three lessons I've learned about how to overcome fear with @TeenVogue. I hope you'll read it. But more than that, I hope you'll get into the habit of doing things that scare you. https://t.co/JsvaP20ZYQ"
833,"An important new series from @TheLancet shines a light on deep biases against women &amp; girls in our health systems—from how we research diseases to the quality of care we receive.
 
Let's change this by understanding and acknowledging the problem. Read on. https://t.co/nwORNtMzhn"
834,"Thank you @SRuhle, for encouraging us to share our #unspokenstories. We're all in this together. https://t.co/UfBPtph3AX"
835,"After our first child was born, I was no longer an executive at Microsoft. I was a mom with a small child—and a busy husband. But ultimately, that loneliness and crisis of self pushed me to define myself. https://t.co/YknGomF30W"
836,Today is the day! Season two of @Letterman's wonderful show is now available for streaming on @netflix. I hope you enjoy our conversation as much as I did—so excited to catch the rest of the interviews. #MyNextGuest https://t.co/mBTsqbEzDS
837,"Happy Anniversary, @SesameStreet. Here's to 50 more years of teaching our kids to be kind, tolerant citizens of the world. #Sesame50 https://t.co/ZhBEqHtiMe"
838,"1 in 3 women will experience relationship abuse in their lifetime. Abuse can sneak up on us, disguised as unhealthy love.

Take a look at @Join1Love CEO @KatieHHood’s TED talk about how to identify unhealthy love and strengthen our relationships. https://t.co/xMvAnF3TOy"
839,"I never in a million years thought that I’d be speaking out about the importance of contraceptives.

But it’s simple: Every woman should be able to plan her family and her future. https://t.co/LEvZkKr0XK"
840,I look forward to @BillGates’ book recommendations as much as anyone! Check out his summer reading list. https://t.co/bQtByiQiAS https://t.co/cXJuKtltp2
841,I loved hearing from @johnlegend about how he and @chrissyteigen balance household responsibilities and role-model for their kids. #MomentofLift https://t.co/eKLGSgaavL
842,"“Fighting for my education was the most critical decision of my life. It was something no girl in my community had ever done, and it went against deep-rooted cultural norms.” Thank you, @KakenyaN, for sharing your story. https://t.co/kGsntU9e9X"
843,"Congratulations to these inspiring young women!
https://t.co/O1ZmLxPbzv"
844,"To quote @WestPoint_USMA graduating cadet Tiffany Welch-Baker, ""My hope when young black girls see these photos is that they understand that regardless of what life presents you, you have the ability and fortitude to be a force to be reckoned with."" Hear hear!"
845,"It's #RedNoseDay! 

Learn how you can help end child poverty, one red nose at a time. https://t.co/xVakL7Wktc https://t.co/L3SM8mzSXt"
846,".@TheMandyMoore and I recently got to see the young women at @_GirlsGarage in action. I loved the screen-printed posters they created to show how they’ll commit to the lift. 
https://t.co/6soG6T0VUV #MomentofLift https://t.co/IDOcdKZTBp"
847,"And if you’re interested in partnering with the @gatesfoundation, you can learn more about the Empowerment + Opportunity fund, which supports global work on behalf of women and girls. https://t.co/HINTeM01Tt"
848,"In The #MomentofLift, I write about a number of incredible organizations dedicated to lifting up women around the world. Learn more about @malalafund, @KakenyasDream, @MeTooMVMT and others, and see how you can help advance their work. https://t.co/5lk06yov0v"
849,"Tune into But That’s Another Story to hear my editor, @WillSch, and I talk about our love of books! #ButThatsAnotherStory https://t.co/ZrdFW36G1E"
850,Education after high school is not only crucial to success in today’s economy—it’s a pathway to opportunity. https://t.co/ZsIOIpOq80
851,"There's nobody quite like @Letterman. I had so much fun filming with him for the second season of ""My Next Guest Needs No Introduction."" I can't wait to watch the rest of the conversations on May 31! https://t.co/yqreWa9PzT"
852,Thanks to @OyingRimon for committing to the lift by working to ensure women around the world have access to contraceptives. How will you commit to the lift? #MomentofLift https://t.co/gI0AnQbY0U
853,"“My kids—and all kids in general—are a big reason why I do this work.” Meet Greg Garcia of @citiesRISE, an organization working to transform mental health policy. https://t.co/LwAihybEko"
854,The @SolarSTEAMGirls are committing to the lift by honoring “fierce females.” I got to meet these young leaders while I was in Dallas and the experience gave *me* a huge lift. I’m so excited to see all that they go on to accomplish. #MomentofLift https://t.co/i9ZQUDhQzF
855,"This #MothersDay, I want to share a piece of advice my mom gave me when I was younger—and how her words would go on to shape my life for decades to come. Happy Mother's Day, Mom—I love you. https://t.co/BsmhMCJkNj https://t.co/mD48zX8IbJ"
856,".@CTurlington founded @everymomcounts to help make pregnancy and childbirth safe for every mother around the world. In honor of Mother’s Day, I asked Christy to share six photos that remind her progress is possible. https://t.co/N7sGMKnbjl"
857,Never in a million years would I have guessed @BillGates was secretly scheming with @BarackObama to surprise me on the last night of my book tour. An unforgettable end to an unforgettable experience. #MomentofLift https://t.co/2Eu1KiplP1
858,No one should have to choose between a paycheck and caring for a loved one. Proud to see Washington leading the way on #paidleave and serving as a model for other states. https://t.co/2UEBvQulgl
859,"Why does universal access to contraceptives matter? If a woman can space her children three years apart, they become twice as likely to live to their fifth birthday. 
 
@GayleKing and I discussed this and more on the @CBSThisMorning podcast. https://t.co/VVwaU1UqRQ"
860,".@johnlegend and I are live in Los Angeles, talking about The #MomentofLift and the importance of empowering women and girls worldwide. Join us! https://t.co/DdhbWnwiRE https://t.co/Ydge4rdn9Z"
861,Feeling energized after a fantastic #MomentofLift conversation with @TheMandyMoore. We talked about tackling perfectionism (I'm hard on myself for being hard on myself! 😂) and letting go of fear. https://t.co/t7bxCegSdg
862,My high school math teacher Mrs. Bauer was a mentor and a guiding light in my life. Which teacher had the biggest impact on you? Make sure to #ThankATeacher—on #TeacherAppreciationDay and every day. https://t.co/nikGMFZtmA
863,"“Division of labor in the home is one of the most important gender-equity issues of our time. Yet at this rate it will be another 75 years before men do half the work.”

It’s high time we change this. #EqualityCantWait https://t.co/QqQHyoDbhE"
864,It was a pleasure to speak with Bill Tipper of @BNReviewer about my book—and all the stories that inspired it. #BNPodcast #MomentofLift https://t.co/q9NbnM381Y
865,.@MellodyHobson—an inspiring and influential business leader—on five people and organizations we should be following right now. https://t.co/bqhP8KsSwA
866,Did you know my team at Microsoft was responsible for Clippy? (Sorry about that.) This and more in @VanityFair's Proust Questionnaire: https://t.co/jehQxmaBUn
